Datetime,Avg_Vol_Geo,Boro,street,holidays,Floor,Area (sq ft),Type_of_Project,project_active
2012-02-01,24.987554904831622,Bronx,PENNYFIELD AVENUE,False,0,0,No_Project,False
2012-04-01,46.09915611814346,Bronx,RIVERDALE AV,False,0,0,No_Project,False
2012-04-01,84.23173277661796,Bronx,BROADWAY,False,0,0,No_Project,False
2012-04-01,58.48186528497409,Bronx,E 188 ST,False,0,0,No_Project,False
2012-04-01,17.628865979381445,Bronx,BATHGATE AV,False,0,0,No_Project,False
2012-04-01,140.07094495142772,Bronx,WESTCHESTER AV BR,False,0,0,No_Project,False
2012-04-01,117.20322354590049,Bronx,SOUTHERN BLVD,False,0,10890000,Educational,False
2012-04-01,89.29356172474897,Bronx,EAST 174 STREET,False,0,0,No_Project,False
2012-04-01,108.1117318435754,Bronx,SOUTHERN BLVD,False,0,10890000,Educational,False
2012-04-01,74.6684365781711,Bronx,EAST 174 STREET,False,0,0,No_Project,False
2012-04-01,56.80684104627767,Bronx,VAN CORTLANDT PARK E,False,0,0,No_Project,False
2012-04-01,47.03462321792261,Bronx,WEBSTER AV,False,0,0,No_Project,False
2012-04-01,126.272,Bronx,E 233 ST,False,0,0,No_Project,False
2012-04-01,92.69795918367348,Bronx,E 233 ST,False,0,0,No_Project,False
2012-04-01,89.34677419354838,Bronx,E 233 ST,False,0,0,No_Project,False
2012-04-01,73.73045267489712,Bronx,WHITE PLAINS RD,False,0,0,No_Project,False
2012-04-01,82.48987854251013,Bronx,E 233 ST,False,0,0,No_Project,False
2012-04-01,319.16382853787434,Bronx,UNION PORT BR,False,0,0,No_Project,False
2012-04-01,301.0435038212816,Bronx,UNION PORT BR,False,0,0,No_Project,False
2012-04-01,49.29757785467128,Bronx,MIDDLETOWN RD,False,0,0,No_Project,False
2012-04-01,14.2894280762565,Bronx,MAYFLOWER AV,False,0,0,No_Project,False
2012-04-01,3.185441941074524,Bronx,MAYFLOWER AV,False,0,0,No_Project,False
2012-04-01,49.70811744386874,Bronx,MIDDLETOWN RD,False,0,0,No_Project,False
2012-04-01,4.774475524475524,Bronx,CODDINGTON AV,False,0,0,No_Project,False
2012-04-01,33.66086956521739,Bronx,CROSBY AV,False,0,0,No_Project,False
2012-04-01,64.18641114982579,Bronx,CROSBY AV,False,0,0,No_Project,False
2012-04-01,6.7682926829268295,Bronx,CODDINGTON AV,False,0,0,No_Project,False
2012-04-01,125.1831831831832,Bronx,EASTCHESTER BR,False,0,0,No_Project,False
2012-04-01,113.34234234234236,Bronx,EASTCHESTER BR,False,0,0,No_Project,False
2012-04-01,134.00298507462688,Bronx,BOSTON RD,False,0,0,No_Project,False
2012-04-01,125.85714285714286,Bronx,BOSTON RD,False,0,0,No_Project,False
2012-04-01,108.17259786476868,Bronx,PELHAM BR,False,0,0,No_Project,False
2012-04-01,111.54496883348176,Bronx,CITY ISLAND BR,False,0,0,No_Project,False
2012-05-01,46.08171959721147,Bronx,RIVERDALE AV,False,0,0,No_Project,False
2012-05-01,9.511811023622048,Bronx,BAILEY PL,False,0,0,No_Project,False
2012-05-01,27.32368421052632,Bronx,FT INDEPENDENCE STREET,False,0,0,No_Project,False
2012-05-01,12.798684210526316,Bronx,FT INDEPENDENCE ST,False,0,0,No_Project,False
2012-05-01,73.12635658914729,Bronx,BROADWAY,False,0,0,No_Project,False
2012-05-01,210.9210134128167,Bronx,BRE EB EXIT 46,False,0,0,No_Project,False
2012-05-01,50.86492537313433,Bronx,GARRISON AV,False,0,0,No_Project,False
2012-05-01,34.10581222056632,Bronx,BRYANT AV,False,0,0,No_Project,False
2012-05-01,24.95085629188384,Bronx,BRYANT AV,False,0,0,No_Project,False
2012-05-01,45.25616131441374,Bronx,GARRISON AV,False,0,0,No_Project,False
2012-05-01,620.6363636363636,Bronx,HENRY HUDSON PKWY,False,0,0,No_Project,False
2012-05-01,738.1777777777778,Bronx,HENRY HUDSON PKWY,False,0,0,No_Project,False
2012-05-01,182.65625,Bronx,BRUCKNER BLVD,False,0,0,No_Project,False
2012-05-01,879.5384615384615,Bronx,EASTERN BLVD BR,False,0,0,No_Project,False
2012-05-01,1000.1463414634146,Bronx,EASTERN BLVD BR,False,0,0,No_Project,False
2012-05-01,132.1947565543071,Bronx,WESTCHESTER AV BR,False,0,0,No_Project,False
2012-05-01,231.3953488372093,Bronx,BRUCKNER BOULEVARD,False,0,0,No_Project,False
2012-05-01,91.81308411214954,Bronx,SOUTHERN BLVD,False,0,10890000,Educational,False
2012-05-01,82.56716417910448,Bronx,EAST 174 STREET,False,0,0,No_Project,False
2012-05-01,88.08490566037736,Bronx,SOUTHERN BLVD,False,0,10890000,Educational,False
2012-05-01,67.53731343283582,Bronx,EAST 174 STREET,False,0,0,No_Project,False
2012-05-01,47.65217391304348,Bronx,DEEGAN EXWY SR,False,0,0,No_Project,False
2012-05-01,589.8936170212766,Bronx,MAJOR DEEGAN EXWY,False,0,0,No_Project,False
2012-05-01,663.9166666666666,Bronx,MAJOR DEEGAN EXWY,False,0,0,No_Project,False
2012-05-01,95.25,Bronx,DEEGAN EXWY SR,False,0,0,No_Project,False
2012-05-01,50.56245151280062,Bronx,VAN CORTLANDT PARK E,False,0,0,No_Project,False
2012-05-01,53.00892857142857,Bronx,WEBSTER AV,False,0,0,No_Project,False
2012-05-01,594.22,Bronx,BRONX RIVER PKWY,False,0,0,No_Project,False
2012-05-01,617.1960784313726,Bronx,BRONX RIVER PKWY,False,0,0,No_Project,False
2012-05-01,119.20567375886525,Bronx,E 233 ST,False,0,0,No_Project,False
2012-05-01,90.17821782178218,Bronx,E 233 ST,False,0,0,No_Project,False
2012-05-01,86.19290780141844,Bronx,E 233 ST,False,0,0,No_Project,False
2012-05-01,71.21134421134421,Bronx,WHITE PLAINS RD,False,0,0,No_Project,False
2012-05-01,68.19405099150141,Bronx,E 233 ST,False,0,0,No_Project,False
2012-05-01,288.3181818181818,Bronx,UNION PORT BR,False,0,0,No_Project,False
2012-05-01,274.5151515151515,Bronx,UNION PORT BR,False,0,0,No_Project,False
2012-05-01,118.25603112840469,Bronx,EASTCHESTER BR,False,0,0,No_Project,False
2012-05-01,101.75271936185642,Bronx,EASTCHESTER BR,False,0,0,No_Project,False
2012-05-01,772.1320754716982,Bronx,HUTCHINSON RIVER PKWY BR,False,0,0,No_Project,False
2012-05-01,788.0350877192982,Bronx,HUTCHINSON RIVER PKWY BR,False,0,0,No_Project,False
2012-05-01,128.66926070038912,Bronx,BOSTON RD,False,0,0,No_Project,False
2012-05-01,115.9113530326594,Bronx,BOSTON RD,False,0,0,No_Project,False
2012-05-01,69.12307692307692,Bronx,PELHAM BR,False,0,0,No_Project,False
2012-05-01,539.9285714285714,Bronx,HUTCHINSON RIVER PKWY,False,0,0,No_Project,False
2012-05-01,608.7017543859649,Bronx,HUTCHINSON RIVER PKWY,False,0,0,No_Project,False
2012-05-01,841.0,Bronx,NEW ENGLAND THRWY,False,0,0,No_Project,False
2012-05-01,795.7272727272727,Bronx,NEW ENGLAND THRWY,False,0,0,No_Project,False
2012-05-01,86.66923076923077,Bronx,CITY ISLAND BR,False,0,0,No_Project,False
2012-06-01,28.22780373831776,Bronx,E 187 ST,False,0,0,No_Project,False
2012-06-01,52.99297423887588,Bronx,ARTHUR AV,False,0,0,No_Project,False
2012-06-01,60.66161026837806,Bronx,ARTHUR AV,False,0,0,No_Project,False
2012-06-01,417.963290278722,Bronx,HENRY HUDSON PKWY,False,0,0,No_Project,False
2012-06-01,376.8319727891157,Bronx,HENRY HUDSON PKWY,False,0,0,No_Project,False
2012-06-01,45.73573923166472,Bronx,E 187 ST,False,0,0,No_Project,False
2012-06-01,124.53814713896458,Bronx,BRUCKNER BLVD,False,0,0,No_Project,False
2012-06-01,647.13750850919,Bronx,EASTERN BLVD BR,False,0,0,No_Project,False
2012-06-01,698.0272294077604,Bronx,EASTERN BLVD BR,False,0,0,No_Project,False
2012-06-01,118.25648021828104,Bronx,BRUCKNER BOULEVARD,False,0,0,No_Project,False
2012-06-01,47.11616847826087,Bronx,DEEGAN EXWY SR,False,0,0,No_Project,False
2012-06-01,514.6521739130435,Bronx,MAJOR DEEGAN EXWY,False,0,0,No_Project,False
2012-06-01,310.09993201903467,Bronx,MAJOR DEEGAN EXWY,False,0,0,No_Project,False
2012-06-01,69.30034364261168,Bronx,DEEGAN EXWY SR,False,0,0,No_Project,False
2012-06-01,139.51633986928104,Bronx,E TREMONT AV,False,0,0,No_Project,False
2012-06-01,155.4740932642487,Bronx,E TREMONT AV,False,0,0,No_Project,False
2012-06-01,32.36727045596502,Bronx,E 222 ST,False,0,0,No_Project,False
2012-06-01,495.2798634812287,Bronx,BRONX RIVER PKWY,False,0,0,No_Project,False
2012-06-01,431.4618008185539,Bronx,BRONX RIVER PKWY,False,0,0,No_Project,False
2012-06-01,50.25935162094763,Bronx,E 222 ST,False,0,0,No_Project,False
2012-06-01,48.013698630136986,Bronx,E 222 ST,False,0,0,No_Project,False
2012-06-01,54.03121098626717,Bronx,E 222 ST,False,0,0,No_Project,False
2012-06-01,51.499375780274654,Bronx,E 222 ST,False,0,0,No_Project,False
2012-06-01,45.441947565543074,Bronx,E 222 ST,False,0,0,No_Project,False
2012-06-01,49.36704119850187,Bronx,E 222 ST,False,0,0,No_Project,False
2012-06-01,58.300094966761634,Bronx,HUTCHINSON RIVER PARKWAY,False,0,0,No_Project,False
2012-06-01,53.663498098859314,Bronx,HUTCH RIVER PKWY E,False,0,0,No_Project,False
2012-06-01,601.5835037491479,Bronx,HUTCHINSON RIVER PKWY BR,False,0,0,No_Project,False
2012-06-01,625.61543715847,Bronx,HUTCHINSON RIVER PKWY BR,False,0,0,No_Project,False
2012-06-01,393.81595092024537,Bronx,HUTCHINSON RIVER PKWY,False,0,0,No_Project,False
2012-06-01,477.2465846994536,Bronx,HUTCHINSON RIVER PKWY,False,0,0,No_Project,False
2012-06-01,678.1153583617747,Bronx,NEW ENGLAND THRWY,False,0,0,No_Project,False
2012-06-01,533.8743169398907,Bronx,NEW ENGLAND THRWY,False,0,0,No_Project,False
2012-07-01,52.47509113001215,Bronx,BRONXDALE AV,True,0,0,No_Project,False
2012-08-01,51.49278499278499,Bronx,BRONXDALE AV,True,0,0,No_Project,False
